2007	DC	Addlery	Nicholas	 F	36000.00	 36000.00
2007	DC	Arguez	 Bryan	M-D	45000.00	 76200.00
2007	DC	Boswell	Robert	 D	30870.00	 30870.00
2007	DC	Burch	Marc	 D	30000.00	 30000.00
2007	DC	Carreiro da Silva	Fred	 M-F	 190008.00	222008.00
2007	DC	Carroll	Brian	M	 115000.00	118750.00
2007	DC	Carroll	Jeff	 M-D	12900.00	 12900.00
2007	DC	Crowe	Shawn	 GK	 12900.00	12900.00
2007	DC	DeRoux	 Stephen	 M	 12900.00	12900.00
2007	DC	Dyachenko	Rod	 M	17700.00	17700.00
2007	DC	Emilio	 Luciano	 F	 265000.00	 293125.00
2007	DC	Gomez	Cristian	 M	 216000.00	 218500.00
2007	DC	Gros	 Joshua	 M	72500.00	75000.00
2007	DC	Kpene	Guy	 F	30000.00	30000.00
2007	DC	McTavish	 Devon	 M	30000.00	30000.00
2007	DC	Mediate	Stanton	 M-F	 30000.00	30000.00
2007	DC	Moose	Justin	M	17700.00	17700.00
2007	DC	Moreno	 Jaime	 F	 250000.00	 275000.00
2007	DC	Mupier	 Mira	F	12900.00	12900.00
2007	DC	Namoff	 Bryan	 D	85000.00	88750.00
2007	DC	Nolly	Jay	 GK	 36000.00	36000.00
2007	DC	North	Brad	F	12900.00	12900.00
2007	DC	Olsen	Ben	 M	 155000.00	 177500.00
2007	DC	Perkins	Troy	GK	 85000.00	87500.00
2007	DC	Simms	Clyde	M	52500.00	 53750.00
2007	DC	Vanney	 Greg	 D	 216667.00	 236667.00
2007	DC	Walker	 Jamil	M-F	30870.00	30870.00
2007	KC	Arnaud	 Davy	 M	 100000.00	101875.00
2007	KC	Burciaga	 Jose	 D	 100000.00	102500.00
2007	KC	Colombano	Eloy	F-M	42000.00	42000.00
2007	KC	Conrad	 Jimmy	 D	194750.00	206000.00
2007	KC	Elcock	 Edson	 M-F	17700.00	17700.00
2007	KC	Garcia	 Nick	 D	 131250.00	 136250.00
2007	KC	Godbolt	Aaron John	 M	17700.00	17700.00
2007	KC	Guadarrama	 Willy	F	12900.00	12900.00
2007	KC	Harrington	 Michael	D	36000.00	53500.00
2007	KC	Hartman	Kevin	GK	150000.00	 150000.00
2007	KC	Hohlbein	 Aaron	M-D	30000.00	30000.00
2007	KC	Jewsbury	 Jack	M-F	50000.00	50000.00
2007	KC	John	 Will	M-F	33075.00	40575.00
2007	KC	Johnson	Eddie	 F	 750000.00	 875000.00
2007	KC	Konopka	Chris	 GK	 12900.00	12900.00
2007	KC	Kraus	Michael	 M-F	12900.00	12900.00
2007	KC	Kronberg	 Eric	GK	 30000.00	30000.00
2007	KC	Lowery	 Amir	M	12900.00	12900.00
2007	KC	Marinelli	Carlos	M	 165000.00	 165000.00
2007	KC	McMahen	Ryan	M	30000.00	30000.00
2007	KC	Morsink	Kurt	M	30000.00	30000.00
2007	KC	Movsisyan	Yura	F	35750.00	45750.00
2007	KC	Pore	 Ryan	 F	44825.00	 57325.00
2007	KC	Raybould	 Ryan	 D-M	30000.00	 30000.00
2007	KC	Sealy	Scott	F	33075.00	 33075.00
2007	KC	Victorine	Sasha	M	 137500.00	 140000.00
2007	KC	Wahl	 Tyson	D	30000.00	30000.00
2007	KC	Watson	 Lance	M	17700.00	17700.00
2007	KC	Zavagnin	 Kerry	M	 154000.00	 154000.00
2007	LA	Albright	 Chris	M-D	 142500.00	142500.00
2007	LA	Beckham	David	M	 5500000.08	6500000.04
2007	LA	Buddle	 Edson	F	 140000.00	150000.00
2007	LA	Cannon	 Joe	GK	192000.00	192000.00
2007	LA	Caso	 Mike	 M	12900.00	 12900.00
2007	LA	Cronin	 Steve	 GK	 34728.75	42228.75
2007	LA	Donovan	Landon	F	 900000.00	 900000.00
2007	LA	Friesz	 Lance	 GK	 12900.00	12900.00
2007	LA	Glinton	Gavin	F	50000.00	50000.00
2007	LA	Gordon	 Alan	 F	30870.00	30870.00
2007	LA	Gray	 Kelly	M-D	85000.00	85000.00
2007	LA	Harden	 Ty	 D	 30000.00	30000.00
2007	LA	Harmse	 Kevin	M	40800.00	40800.00
2007	LA	Jazic	Ante	D-M	108000.00	114250.00
2007	LA	Jones	Cobi	M	95000.00	95000.00
2007	LA	Kirk	 Quavas	F	75000.00	 111500.00
2007	LA	Klein	Chris	 M	 180000.00	 187250.00
2007	LA	Martino	Kyle	M	52500.00	55297.27
2007	LA	Pavon	Carlos	F	 132000.00	 141500.00
2007	LA	Randolph	 Michael	D	17700.00	 17700.00
2007	LA	Roberts	Troy	 D	30000.00	 30000.00
2007	LA	Sesay	Israel	 F	45000.00	 57083.33
2007	LA	Tudela	 Josh	 M	17700.00	17700.00
2007	LA	Vagenas	Peter	M	 131250.00	 131875.00
2007	LA	Veris	Kyle	 D	17700.00	17700.00
2007	LA	Xavier	 Abel	 D	 156000.00	 156000.00
2007	NE	Byrne	Bryan	M	30000.00	 30000.00
2007	NE	Cristman	 Adam	F	17700.00	17700.00
2007	NE	Dorman	 Andy	M	30870.00	30870.00
2007	NE	Flood	Gary	D	12900.00	12900.00
2007	NE	Franchino	Joey	D	90000.00	90000.00
2007	NE	Gonzalez	 Miguel	 M	12900.00	12900.00
2007	NE	Heaps	Jay	D	 110000.00	 113750.00
2007	NE	Helton	 Kyle	 D	12900.00	12900.00
2007	NE	Igwe	 Amaechi	F	45000.00	78000.00
2007	NE	John	 Avery	 D	63000.00	63750.00
2007	NE	Joseph	 Shalrie	 D	 170625.00	 180625.00
2007	NE	Knighton	 Brad	GK	 12900.00	12900.00
2007	NE	Larentowicz	Jeff	M	30000.00	 30000.00
2007	NE	Leonard	Marshall	M	47500.00	47500.00
2007	NE	Loftus	 Chris	 F	12900.00	12900.00
2007	NE	Noonan	 Pat	 F	 225000.00	 227500.00
2007	NE	Oka	Arsene	M	12900.00	12900.00
2007	NE	Parkhurst	Michael	 D	80575.00	93075.00
2007	NE	Ralston	Steve	M	 150000.00	150000.00
2007	NE	Reis	 Matt	 GK	150000.00	150000.00
2007	NE	Riley	James	D-F	30870.00	 30870.00
2007	NE	Sims	 Willie	 F	35500.00	 43000.00
2007	NE	Smith	Khano	F	44100.00	 44100.00
2007	NE	Solle	Ryan	 M	17700.00	 17700.00
2007	NE	Thompson	 Wells	M	30000.00	30000.00
2007	NE	Twellman	 Taylor	 F	 325008.00	 350008.00
2007	NE	Warren	 Doug	 GK	 50000.00	50000.00
2007	NY	Altidore	 Josmer	 F	85000.00	108333.00
2007	NY	Angel	Juan Pablo	 F	1500000.00	1593750.00
2007	NY	Caccavale	Salvatore	M	12900.00	 12900.00
2007	NY	Camp	 Blake	M	12900.00	 12900.00
2007	NY	Cepero	 Danny	GK	 12900.00	 12900.00
2007	NY	Conway	 Jon	 GK	 65000.00	65750.00
2007	NY	Doe	Francis	 F	48000.00	48000.00
2007	NY	Freeman	Hunter	D-M	50600.00	60600.00
2007	NY	Goldthwaite	Kevin	D	30870.00	30870.00
2007	NY	Ikangu	 Elie	M	17700.00	17700.00
2007	NY	Karcz	Chris	 M	12900.00	12900.00
2007	NY	Kovalenko	Dema	M	 190000.00	 197375.00
2007	NY	Laventure	Jerrod	F	12900.00	12900.00
2007	NY	Leitch	 Chris	 D	43200.00	43200.00
2007	NY	Magee	Mike	F	56206.25	57206.25
2007	NY	Mathis	 Clint	 M-F	 270000.00	 410000.00
2007	NY	Mendes	 Carlos	D	62606.25	62606.25
2007	NY	Parke	Jeff	D	47250.00	48500.00
2007	NY	Patterson	Randi	 F	12900.00	12900.00
2007	NY	Quaranta	 Santino	F	 100000.00	105312.50
2007	NY	Reyna	Claudio	M	 1000008.00	1250008.00
2007	NY	Richards	 Dane	 F-M	30000.00	 30000.00
2007	NY	Schopp	 Markus	 M	 175000.00	175000.00
2007	NY	Stammler	 Seth	 D	30870.00	30870.00
2007	NY	Ubiparipovic	 Sinisa	 F-M	17700.00	17700.00
2007	NY	Van Den Bergh	Dave	 M	 180000.00	 214583.33
2007	NY	Vide	 Joe	M	17700.00	17700.00
2007	NY	Waterreus	Ronald	 GK	200000.00	 200000.00
2007	NY	Wolyniec	 John	 F	65625.00	65625.00
2007	CHI	Armas	Chris	M	 225000.00	225000.00
2007	CHI	Banner	 Michael	M	12900.00	 12900.00
2007	CHI	Barrett	Chad	 F	41212.50	 48712.50
2007	CHI	Blanco	 Cuauhtemoc	 F	 2492316.00	2666778.00
2007	CHI	Brown	C.J.	 D	106391.00	106391.00
2007	CHI	Busch	Jon	GK	 58008.00	 58008.00
2007	CHI	Carr	 Calen	F	38000.00	 50500.00
2007	CHI	Conde	Wilman	D	 144000.00	 151500.00
2007	CHI	Correa	 Thiago	M	44100.00	44100.00
2007	CHI	Curtin	 Jeff	D	12900.00	12900.00
2007	CHI	Curtin	 Jim	 D	 120750.00	 120750.00
2007	CHI	Franks	 Floyd	 M	17700.00	17700.00
2007	CHI	Guerrero	 Ivan	 D-M	 160000.00	 187500.00
2007	CHI	Gutierrez	Diego	M	 126500.00	 126500.00
2007	CHI	Mapp	 Justin	M	 130000.00	 136000.00
2007	CHI	Marques	Bruno	 M	12900.00	12900.00
2007	CHI	Monteiro	 Jerson	F	17700.00	17700.00
2007	CHI	Noble	Nick	GK	 12900.00	12900.00
2007	CHI	Pause	Logan	 M	69300.00	69300.00
2007	CHI	Pickens	Matt	 GK	 32340.00	 32340.00
2007	CHI	Plotkin	Brian	M	30000.00	 30000.00
2007	CHI	Robinson	 Dasan	D	 42500.00	42500.00
2007	CHI	Rolfe	Chris	F	70000.00	 74700.00
2007	CHI	Russolillo	 Jordan	 D	12900.00	12900.00
2007	CHI	Segares	Gonzalo	D	48300.00	 50800.00
2007	CHI	Soumare	Bakary	 D	45000.00	 78000.00
2007	CHI	Telesford	Osei	 D	36000.00	36625.00
2007	CHI	Wanchope	 Paulo	F	 240000.00	 267500.00
2007	CHI	Woolard	Daniel	 D	12900.00	12900.00
2007	CHV	Arvizu	 David	F	33000.00	 40500.00
2007	CHV	Bornstein	Jonathan	 D	57500.00	 57500.00
2007	CHV	Brooks	 Desmond	D	12900.00	 12900.00
2007	CHV	Burling	Bobby	F-D	12900.00	 12900.00
2007	CHV	Burpo	Preston	GK	 52491.60	52491.60
2007	CHV	Cunliffe	 John	F	30000.00	45000.00
2007	CHV	Flores	 Jorge	 M	12900.00	13275.00
2007	CHV	Galindo	Maykel	F	72500.00	72500.00
2007	CHV	Guzan	Brad	 GK	 52237.50	67237.50
2007	CHV	Hamilton	 Anthony	F	17700.00	17700.00
2007	CHV	Hernandez	Jason	D	45000.00	45625.00
2007	CHV	Kljestan	 Sacha	 M	70000.00	 103000.00
2007	CHV	Llamosa	Carlos	D	84000.00	84000.00
2007	CHV	Lopez	Rodrigo	 M	17700.00	17700.00
2007	CHV	Marsch	 Jesse	 M	 100000.00	 109375.00
2007	CHV	Mendoza	Francisco	 M	90000.00	93750.00
2007	CHV	Merlin	 Laurent	 M	60000.00	60000.00
2007	CHV	Myers	Justin	GK	 12900.00	12900.00
2007	CHV	Nagamura	 Paulo	 M	 89250.00	89250.00
2007	CHV	Nunez	Ramon	 M	 100000.00	 118000.00
2007	CHV	Perez	Orlando	 D	70000.00	70000.00
2007	CHV	Razov	Ante	 F	 245000.00	248750.00
2007	CHV	Robles	 Eder	 D	12900.00	 12900.00
2007	CHV	Solorzano	Erasmo	 M	12900.00	 12900.00
2007	CHV	Suarez	 Claudio	D	 146991.60	 146991.60
2007	CHV	Thomas	 Shavar	 D	70000.00	73750.00
2007	CHV	Vaughn	 Lawson	 D	30000.00	30000.00
2007	CHV	Zotinca	Alex	 D	67500.00	68750.00
2007	CLB	Evans	Brad	F	17700.00	17700.00
2007	CLB	Garey	Jason	F	41250.00	53750.00
2007	CLB	Gaudette	 Bill	 GK	 30000.00	30000.00
2007	CLB	Gaven	Eddie	M	165000.00	188000.00
2007	CLB	Gonzalez	 Marcos	 D	 156000.00	 162250.00
2007	CLB	Grabavoy	 Ned	M	45050.25	52550.25
2007	CLB	Gruenebaum	 Andy	 GK	 17700.00	17700.00
2007	CLB	Hejduk	 Frankie	D	 150000.00	 175000.00
2007	CLB	Hendrickson	Ezra	 D-M	76650.00	77900.00
2007	CLB	Herron	 Andy	 F	 140000.00	 148750.00
2007	CLB	Hesmer	 William	GK	 30870.00	30870.00
2007	CLB	Hunter	 Ben	F	12900.00	12900.00
2007	CLB	Junge	Ryan	D	12900.00	12900.00
2007	CLB	Kamara	 Kei	 F	33000.00	43000.00
2007	CLB	Marshall	 Chad	D	 100000.00	 123000.00
2007	CLB	Miglioranzi	Stefani	 M	70008.00	86258.00
2007	CLB	Moreno	 Alejandro	 F	 120000.00	 125000.00
2007	CLB	Moss	 Brandon	 M	17700.00	17700.00
2007	CLB	O'Rourke	 Danny	 M	46331.25	56331.25
2007	CLB	Oughton	Duncan	D	72000.00	72000.00
2007	CLB	Peterson	 Andrew	M	12900.00	12900.00
2007	CLB	Pierce	 Rusty	D	63000.00	 64300.00
2007	CLB	Rogers	 Robbie	 F-M	50000.00	 50000.00
2007	CLB	Schelotto	Guillermo Barros	F	 150000.00	150000.00
2007	CLB	Szetela	Danny	M	43135.31	48760.31
2007	CLB	Thomas	 Jacob	M	84000.00	87750.00
2007	CLB	Virtuoso	 Ricardo	M	60000.00	 102000.00
2007	CLB	Ward	 Tim	D	38456.25	 48456.25
2007	CLB	Zayner	 Jed	D	33000.00	40500.00
2007	COL	Ballouchy	Mehdi	M	70000.00	 88000.00
2007	COL	Cancela	Jose	 M	 156000.00	156000.00
2007	COL	Casey	Conor	F	 180000.00	180000.00
2007	COL	Clark	Colin	F	17700.00	 17700.00
2007	COL	Colaluca	 Nico	M	45000.00	78000.00
2007	COL	Cooke	Terry	 M	 147500.00	 152500.00
2007	COL	Coundoul	 Bouna	 GK	 30000.00	30000.00
2007	COL	Cummings	 Omar	F	30000.00	30000.00
2007	COL	DiRaimondo	 John	M	12900.00	12900.00
2007	COL	Erpen	Facundo	 D	 115000.00	 115000.00
2007	COL	Gargan	 Daniel	 M	30000.00	30000.00
2007	COL	Gomez	Hercules	 F	49350.00	49350.00
2007	COL	Harvey	 Jordan	 D	17700.00	17700.00
2007	COL	Hernandez	Nicolas	F	 130000.00	 132400.00
2007	COL	Hughes	 Justin	 GK	 12900.00	12900.00
2007	COL	Ihemelu	Ugo	 D	55000.00	55000.00
2007	COL	Keel	 Stephen	 D	17700.00	17700.00
2007	COL	Kimura	 Kosuke	M	12900.00	12900.00
2007	COL	Kirovski	 Jovan	 F	 200000.00	 200000.00
2007	COL	LaBrocca	 Nick	M	12900.00	12900.00
2007	COL	Mastroeni	Pablo	 M-D	 280000.00	 298000.00
